"","sound","amusement","anger","disgust","effort","fear","joy","pain","pleasure","sadness","no_reps","shown","rated","skipped","num.em","real.em","context","call","duration","sex","emotion","correct"
"1","ut_anger_05-f-grunt-with-effort.mp3",0,28.5454545454545,3.87878787878788,43.4848484848485,2.06060606060606,0,14.0606060606061,1.54545454545455,0,1.6969696969697,33,32,1,1.5625,"anger","smash_comp","roar",0.431,"OTHER","effort",FALSE
"2","ut_anger_06-f-roar.mp3",9.23333333333333,15.6666666666667,5.66666666666667,4.8,23.2666666666667,3,2.7,3.33333333333333,0,1.26666666666667,30,26,4,1.26923076923077,"anger","lose_game","roar",0.717,"OTHER","fear",FALSE
"3","ut_anger_09-f-scream.mp3",2.63157894736842,5.31578947368421,0.710526315789474,0.842105263157895,74.3421052631579,0,10.2368421052632,0,0.657894736842105,1.02631578947368,38,37,1,1.24324324324324,"anger","fail_singing","scream",0.865,"OTHER","fear",FALSE
"4","ut_anger_13-m-roar-scream.mp3",5.06451612903226,34.5483870967742,6.45161290322581,5.32258064516129,35.0322580645161,0.774193548387097,12.3225806451613,0,1.51612903225806,1.48387096774194,31,29,2,1.6551724137931,"anger","tantrum","scream",3.838,"AM","fear",FALSE
"5","ut_anger_21-m-roar-growl.mp3",0,26.2,6.25714285714286,28.0571428571429,9.37142857142857,2.45714285714286,29.7142857142857,1.88571428571429,1.11428571428571,1.22857142857143,35,35,0,1.65714285714286,"anger","tantrum","roar",2.583,"AM","pain",FALSE
"6","ut_anger_23-f-roar-scream.mp3",0,45.8235294117647,0,2.55882352941176,36.1176470588235,0,19.4411764705882,0,0,1.17647058823529,34,32,2,1.46875,"anger","lose_game","roar",1.253,"OTHER","anger",TRUE
"7","ut_anger_23-m-roar.mp3",0,57.5357142857143,0,12.9642857142857,30.3214285714286,0,20.1428571428571,0,0,1.28571428571429,28,28,0,1.89285714285714,"anger","smash_comp","roar",1.258,"AM","anger",TRUE
"8","ut_anger_24-f-roar-curse.mp3",8.58620689655172,39.7931034482759,2.24137931034483,5.27586206896552,16.7931034482759,0,16.8620689655172,0,3.44827586206897,1.31034482758621,29,27,2,1.2962962962963,"anger","lose_game","roar",1.464,"OTHER","anger",TRUE
"9","ut_anger_25-m-roar-curse.mp3",2.11764705882353,57.5294117647059,2.29411764705882,6.14705882352941,21.7941176470588,0,21.7352941176471,1.26470588235294,1.38235294117647,1.17647058823529,34,33,1,1.60606060606061,"anger","smash_comp","roar",1.664,"AM","anger",TRUE
"10","ut_anger_28-f-scream-curse.mp3",0.25,19.5416666666667,4.20833333333333,0,31,0,4.16666666666667,0,0,1.54166666666667,24,23,1,1.26086956521739,"anger","tantrum","scream",0.419,"OTHER","fear",FALSE
"11","ut_anger_29-f-scream.mp3",1.19230769230769,11.1923076923077,1.65384615384615,0,58.5,3.84615384615385,15.5769230769231,0.461538461538462,0,1.11538461538462,26,26,0,1.23076923076923,"anger","tantrum","scream",0.847,"OTHER","fear",FALSE
"12","ut_anger_30-m-roar-curse.mp3",0,66.4137931034483,3.93103448275862,9.58620689655172,5.62068965517241,0,7.82758620689655,0,0,1.6551724137931,29,29,0,1.24137931034483,"anger","smash_comp","roar",0.775,"AM","anger",TRUE
"13","ut_anger_36-f-roar-curse.mp3",2.70588235294118,40.2058823529412,4.79411764705882,5.73529411764706,9.32352941176471,7.70588235294118,10.1470588235294,1.5,10.2352941176471,1.26470588235294,34,33,1,1.57575757575758,"anger","tantrum","roar",6.301,"OTHER","anger",TRUE
"14","ut_anger_38-c-roar.mp3",0,26,5.66666666666667,15.4,5.83333333333333,0,1.26666666666667,1.06666666666667,0,1.86666666666667,30,26,4,1.19230769230769,"anger","tantrum","roar",0.59,"OTHER","anger",TRUE
"15","ut_anger_41-f-scream-angry-sad-tantrum.mp3",2.38235294117647,6.88235294117647,4.67647058823529,3.47058823529412,52.6176470588235,0,20.1764705882353,0,3.35294117647059,1.52941176470588,34,33,1,1.48484848484848,"anger","tantrum","scream",1.034,"OTHER","fear",FALSE
"16","ut_anger_47-f-scream-tantrum.mp3",0,17.6774193548387,1.74193548387097,0.774193548387097,76.4193548387097,0,13.6774193548387,0,4.96774193548387,1.16129032258065,31,31,0,1.48387096774194,"anger","tantrum","scream",1.847,"OTHER","fear",FALSE
"17","ut_anger_49-f-scream-tantrum.mp3",0.6,19,7.04,3.04,63.08,8.8,3.12,0,0.32,1.2,25,23,2,1.73913043478261,"anger","tantrum","roar",0.776,"OTHER","fear",FALSE
"18","ut_anger_51-m-scream-tantrum.mp3",0,28.6666666666667,5.8974358974359,4.76923076923077,43.2564102564103,0,10.2564102564103,0,0,1.28205128205128,39,36,3,1.47222222222222,"anger","smash_comp","scream",0.851,"AM","fear",FALSE
"19","ut_anger_54-m-roar.mp3",0,38.1481481481481,0.481481481481481,15.2592592592593,2.66666666666667,0,7.66666666666667,1.14814814814815,0,1.44444444444444,27,25,2,1.48,"anger","smash_comp","roar",0.792,"AM","anger",TRUE
